product_name,discounted_price,original_price,product_url,image_url
Loreal 6oil Nourish Shampoo 17,434.98,499,https://www.rahimstore.com/product/24583,https://www.rahimstore.com/img/products/038/24583.jpg?1762020016
Loreal 6oil Nourish Conditione,540,540,https://www.rahimstore.com/product/24584,https://www.rahimstore.com/img/products/039/24584.jpg?1762020016
Loreal Dream Long Restoring Sh,499,499,https://www.rahimstore.com/product/24585,https://www.rahimstore.com/img/products/038/24585.jpg?1762020016
Loreal Dream Long Restoring Co,468.23,540,https://www.rahimstore.com/product/24586,https://www.rahimstore.com/img/products/039/24586.jpg?1762020016
Loreal Total Repair 5 Conditio,519,519,https://www.rahimstore.com/product/24587,https://www.rahimstore.com/img/products/039/24587.jpg?1762020016
Loreal Elvive Fall Resist Sham,440.02,499,https://www.rahimstore.com/product/24590,https://www.rahimstore.com/img/products/038/24590.jpg?1762020016
Loreal Elvive Fall Resist Cond,519,519,https://www.rahimstore.com/product/24591,https://www.rahimstore.com/img/products/039/24591.jpg?1762020016
Golden Pearl Hello Anti Dandru,574,600,https://www.rahimstore.com/product/24593,https://www.rahimstore.com/img/products/038/24593.jpg?1762020016
Golden Pearl Hello Egg Protein,574,600,https://www.rahimstore.com/product/24594,https://www.rahimstore.com/img/products/038/24594.jpg?1762020016
Golden Pearl Hello Herbal Sham,595,600,https://www.rahimstore.com/product/24595,https://www.rahimstore.com/img/products/038/24595.jpg?1762020016
Golden Pearl Hello Daily Mois,574,600,https://www.rahimstore.com/product/24596,https://www.rahimstore.com/img/products/038/24596.jpg?1762020016
Golden Pearl Set Touch Rich Bl,571,650,https://www.rahimstore.com/product/24598,https://www.rahimstore.com/img/products/038/24598.jpg?1762020016
Golden Pearl Set Touch Keratin,650,650,https://www.rahimstore.com/product/24600,https://www.rahimstore.com/img/products/038/24600.jpg?1762020016
Golden Pearl Set Touch Hair Fa,650,650,https://www.rahimstore.com/product/24601,https://www.rahimstore.com/img/products/038/24601.jpg?1762020016
Golden Pearl Set Touch Long St,571,650,https://www.rahimstore.com/product/24602,https://www.rahimstore.com/img/products/038/24602.jpg?1762020016
Golden Pearl Set Touch Hair Fa,400,400,https://www.rahimstore.com/product/24603,https://www.rahimstore.com/img/products/038/24603.jpg?1762020016
Golden Pearl Set Touch Long St,395,400,https://www.rahimstore.com/product/24605,https://www.rahimstore.com/img/products/038/24605.jpg?1762020016
Rivaj Whitening Soap 100gm,140,140,https://www.rahimstore.com/product/24606,https://www.rahimstore.com/img/products/035/24606.jpg?1762020016
Rivaj Neem Soap 100gm,140,140,https://www.rahimstore.com/product/24607,https://www.rahimstore.com/img/products/035/24607.jpg?1762020016
Rivaj Turmeric Soap 100gm,140,140,https://www.rahimstore.com/product/24609,https://www.rahimstore.com/img/products/035/24609.jpg?1762020016
Colgate Herbal Tooth Paste 200,380,380,https://www.rahimstore.com/product/24658,https://www.rahimstore.com/img/products/045/24658.jpg?1762020034
Colgate Miswak Tooth Paste 100,190,210,https://www.rahimstore.com/product/24665,https://www.rahimstore.com/img/products/045/24665.jpg?1762020034
Colgate Maximum Cavity Tooth P,180,180,https://www.rahimstore.com/product/24669,https://www.rahimstore.com/img/products/045/24669.jpg?1762020034
Colgate Maximum Cavity Tooth P,70,70,https://www.rahimstore.com/product/24670,https://www.rahimstore.com/img/products/045/24670.jpg?1762020034
Medicam Ultra Fresh Green Gel,270,270,https://www.rahimstore.com/product/24679,https://www.rahimstore.com/img/products/045/24679.jpg?1762020034
Medicam Ultra Fresh Green Gel,200,200,https://www.rahimstore.com/product/24681,https://www.rahimstore.com/img/products/045/24681.jpg?1762020034
Medicam Ultra Fresh Blue Gel 7,200,200,https://www.rahimstore.com/product/24683,https://www.rahimstore.com/img/products/045/24683.jpg?1762020034
Medicam Ultra Fresh Blue Gel 1,270,270,https://www.rahimstore.com/product/24685,https://www.rahimstore.com/img/products/045/24685.jpg?1762020034
Medicam Ultra Fresh Red Gel 12,270,270,https://www.rahimstore.com/product/24687,https://www.rahimstore.com/img/products/045/24687.jpg?1762020034
Medicam Ultra Fresh Red Gel 75,200,200,https://www.rahimstore.com/product/24690,https://www.rahimstore.com/img/products/045/24690.jpg?1762020034
Parodontax Extra Fresh Complet,440,440,https://www.rahimstore.com/product/24697,https://www.rahimstore.com/img/products/045/24697.jpg?1762020034
Parodontax Extra Fresh Tooth P,330,330,https://www.rahimstore.com/product/24700,https://www.rahimstore.com/img/products/045/24700.jpg?1762020034
Colgate Plax Peppermint Mouth,"1,045.00",1050,https://www.rahimstore.com/product/24714,https://www.rahimstore.com/img/products/046/24714.jpg?1762020034
